javax.swing.jtogglebutton.add(),system.data.sqltypes.sqldouble.add(),
javax.swing.jdialog.add(),system.data.sqltypes.sqldouble.add(),
java.awt.font.graphicattribute.getbounds(),system.drawing.drawing2d.graphicspath.getbounds(),
javax.sound.midi.sequence.get(),system.threading.threadlocal.get(),
javax.naming.directory.basicattribute.set(),system.collections.bitset.set(),
javax.swing.jcheckbox.add(),system.data.sqltypes.sqldouble.add(),
java.awt.menu.insert(),system.codedom.codeparameterdeclarationexpressioncollection.insert(),
javax.swing.box.add(),system.codedom.codeparameterdeclarationexpressioncollection.add(),
javax.swing.box.add(),system.data.sqltypes.sqldouble.add(),
javax.xml.datatype.duration.add(),system.data.sqltypes.sqldouble.add(),
java.awt.peer.menucomponentpeer.dispose(),system.servicemodel.channels.connectiondemuxer.dispose(),
javax.swing.plaf.componentui.contains(),system.codedom.codecommentstatementcollection.contains(),
java.util.lastindexof(),system.collections.generic.list.lastindexof(),
javax.swing.jlist.add(),system.data.sqltypes.sqldouble.add(),
javax.naming.directory.basicattributes.clone(),system.collections.hashtable.clone(),
java.awt.splashscreen.isvisible(),system.drawing.drawing2d.graphicspath.isvisible(),
java.util.resourcebundle.tostring(),system.collections.idictionary.tostring(),
java.net.interfaceaddress.equals(),system.drawing.font.equals(),
javax.el.compositeelresolver.add(),system.data.query.internaltrees.command.add(),
java.awt.peer.trayiconpeer.dispose(),system.servicemodel.channels.connectiondemuxer.dispose(),
java.awt.choice.remove(),system.codedom.codeparameterdeclarationexpressioncollection.remove(),
org.junit.tests.experimental.theories.extendingwithstubs.methodcall.equals(),system.net.http.headers.contentdispositionheadervalue.equals(),
org.junit.tests.experimental.theories.extendingwithstubs.methodcall.equals(),system.runtime.interopservices.osplatform.equals(),
java.util.abstractlist.clear(),system.collections.specialized.stringdictionary.clear(),
javax.sound.midi.syncmode.equals(),system.boolean.equals(),
java.text.digitlist.append(),system.text.stringbuilder.append(),
javax.swing.jspinner.add(),system.data.sqltypes.sqldouble.add(),
javax.swing.jcombobox.add(),system.componentmodel.eventdescriptorcollection.add(),
javax.swing.jcombobox.add(),system.data.sqltypes.sqldouble.add(),
java.nio.channels.filechannel.close(),system.io.streamwriter.close(),
java.awt.geom.cubiccurve2d.getbounds(),system.drawing.drawing2d.graphicspath.getbounds(),
javax.sound.sampled.booleancontrol.tostring(),system.net.mail.mailaddress.tostring(),
javax.swing.jsplitpane.add(),system.data.sqltypes.sqldouble.add(),
java.util.stream.stream.add(),system.data.datacolumncollection.add(),
